iter	Passed	Remaining
3239	14322	2784
3240	14326	2780
3241	14330	2776
3242	14335	2771
3243	14340	2767
3244	14344	2762
3245	14348	2758
3246	14353	2753
3247	14357	2749
3248	14361	2744
3249	14365	2740
3250	14369	2736
3251	14374	2731
3252	14378	2727
3253	14383	2722
3254	14388	2718
3255	14392	2714
3256	14396	2709
3257	14401	2705
3258	14405	2700
3259	14409	2696
3260	14413	2691
3261	14418	2687
3262	14422	2682
3263	14426	2678
3264	14430	2673
3265	14434	2669
3266	14439	2665
3267	14443	2660
3268	14447	2656
3269	14451	2651
3270	14455	2647
3271	14459	2642
3272	14463	2638
3273	14467	2633
3274	14472	2629
3275	14476	2624
3276	14480	2620
3277	14484	2615
3278	14489	2611
3279	14493	2607
3280	14497	2602
3281	14501	2598
3282	14505	2593
3283	14509	2589
3284	14514	2584
3285	14518	2580
3286	14522	2575
3287	14526	2571
3288	14531	2566
3289	14535	2562
3290	14539	2558
3291	14544	2553
3292	14548	2549
3293	14552	2544
3294	14556	2540
3295	14560	2535
3296	14564	2531
3297	14569	2526
3298	14573	2522
3299	14577	2517
3300	14581	2513
3301	14586	2509
3302	14590	2504
3303	14594	2500
3304	14598	2495
3305	14603	2491
3306	14607	2486
3307	14612	2482
3308	14617	2478
3309	14621	2473
3310	14625	2469
3311	14629	2464
3312	14634	2460
3313	14638	2455
3314	14642	2451
3315	14646	2446
3316	14650	2442
3317	14655	2438
3318	14660	2433
3319	14664	2429
3320	14668	2424
3321	14672	2420
3322	14676	2415
3323	14681	2411
3324	14685	2407
3325	14689	2402
3326	14693	2398
3327	14697	2393
3328	14701	2389
3329	14705	2384
3330	14709	2380
3331	14714	2375
3332	14718	2371
3333	14722	2366
3334	14726	2362
3335	14731	2358
3336	14735	2353
3337	14739	2349
3338	14743	2344
3339	14747	2340
3340	14751	2335
3341	14756	2331
3342	14760	2326
3343	14764	2322
3344	14768	2317
3345	14773	2313
3346	14777	2309
3347	14781	2304
3348	14785	2300
3349	14790	2295
3350	14794	2291
3351	14798	2286
3352	14802	2282
3353	14806	2277
3354	14811	2273
3355	14815	2269
3356	14819	2264
3357	14823	2260
3358	14828	2255
3359	14832	2251
3360	14836	2246
3361	14840	2242
3362	14844	2237
3363	14848	2233
3364	14852	2229
3365	14857	2224
3366	14861	2220
3367	14865	2215
3368	14869	2211
3369	14873	2206
3370	14877	2202
3371	14881	2197
3372	14885	2193
3373	14890	2188
3374	14894	2184
3375	14898	2180
3376	14903	2175
3377	14907	2171
3378	14911	2166
3379	14916	2162
3380	14920	2158
3381	14925	2153
3382	14929	2149
3383	14933	2144
3384	14939	2140
3385	14943	2136
3386	14947	2131
3387	14952	2127
3388	14956	2122
3389	14961	2118
3390	14966	2114
3391	14970	2109
3392	14975	2105
3393	14979	2100
3394	14983	2096
3395	14987	2091
3396	14992	2087
3397	14996	2083
3398	15001	2078
3399	15005	2074
3400	15009	2069
3401	15013	2065
3402	15018	2060
3403	15022	2056
3404	15026	2052
3405	15030	2047
3406	15035	2043
3407	15039	2038
3408	15043	2034
3409	15047	2029
3410	15052	2025
3411	15056	2021
3412	15060	2016
3413	15064	2012
3414	15069	2007
3415	15073	2003
3416	15077	1998
3417	15081	1994
3418	15085	1989
3419	15090	1985
3420	15094	1981
3421	15099	1976
3422	15103	1972
3423	15107	1967
3424	15111	1963
3425	15116	1959
3426	15120	1954
3427	15124	1950
3428	15128	1945
3429	15133	1941
3430	15137	1936
3431	15141	1932
3432	15145	1927
3433	15150	1923
3434	15155	1919
3435	15159	1914
3436	15164	1910
3437	15168	1905
3438	15172	1901
3439	15176	1897
3440	15181	1892
3441	15186	1888
3442	15190	1883
3443	15194	1879
3444	15198	1875
3445	15203	1870
3446	15207	1866
3447	15211	1861
3448	15216	1857
3449	15220	1852
3450	15224	1848
3451	15228	1844
3452	15233	1839
3453	15237	1835
3454	15241	1830
3455	15246	1826
3456	15251	1822
3457	15257	1817
3458	15262	1813
3459	15267	1809
3460	15271	1804
3461	15275	1800
3462	15280	1795
3463	15284	1791
3464	15289	1787
3465	15293	1782
3466	15297	1778
3467	15302	1773
3468	15306	1769
3469	15311	1765
3470	15316	1760
3471	15320	1756
3472	15324	1751
3473	15329	1747
3474	15334	1743
3475	15338	1738
3476	15343	1734
3477	15347	1729
3478	15352	1725
3479	15356	1720
3480	15361	1716
3481	15366	1712
3482	15370	1707
3483	15375	1703
3484	15379	1699
3485	15383	1694
3486	15387	1690
3487	15392	1685
3488	15396	1681
3489	15401	1676
3490	15405	1672
3491	15409	1668
3492	15414	1663
3493	15418	1659
3494	15422	1654
3495	15426	1650
3496	15431	1645
3497	15435	1641
3498	15439	1637
3499	15443	1632
3500	15448	1628
3501	15452	1623
3502	15456	1619
3503	15460	1614
3504	15465	1610
3505	15470	1606
3506	15474	1601
3507	15478	1597
3508	15482	1592
3509	15487	1588
3510	15491	1584
3511	15496	1579
3512	15500	1575
3513	15504	1570
3514	15508	1566
3515	15513	1561
3516	15518	1557
3517	15522	1553
3518	15526	1548
3519	15531	1544
3520	15535	1539
3521	15539	1535
3522	15544	1531
3523	15549	1526
3524	15553	1522
3525	15558	1517
3526	15562	1513
3527	15566	1509
3528	15571	1504
3529	15575	1500
3530	15580	1495
3531	15584	1491
3532	15589	1486
3533	15594	1482
3534	15598	1478
3535	15602	1473
3536	15606	1469
3537	15611	1464
3538	15615	1460
3539	15619	1456
3540	15623	1451
3541	15628	1447
3542	15632	1442
3543	15637	1438
3544	15641	1434
3545	15645	1429
3546	15650	1425
3547	15656	1420
3548	15660	1416
3549	15665	1412
3550	15669	1407
3551	15674	1403
3552	15678	1398
3553	15682	1394
3554	15687	1390
3555	15692	1385
3556	15696	1381
3557	15700	1376
3558	15704	1372
3559	15709	1367
3560	15713	1363
3561	15718	1359
3562	15723	1354
3563	15727	1350
3564	15731	1345
3565	15736	1341
3566	15741	1337
3567	15745	1332
3568	15749	1328
3569	15754	1323
3570	15758	1319
3571	15763	1315
3572	15767	1310
3573	15772	1306
3574	15776	1301
3575	15780	1297
3576	15784	1292
3577	15789	1288
3578	15793	1284
3579	15797	1279
3580	15802	1275
3581	15806	1270
3582	15810	1266
3583	15815	1262
3584	15819	1257
3585	15824	1253
3586	15828	1248
3587	15833	1244
3588	15837	1239
3589	15841	1235
3590	15845	1231
3591	15850	1226
3592	15854	1222
3593	15858	1217
3594	15863	1213
3595	15867	1209
3596	15871	1204
3597	15875	1200
3598	15880	1195
3599	15884	1191
3600	15888	1186
3601	15892	1182
3602	15897	1178
3603	15901	1173
3604	15905	1169
3605	15909	1164
3606	15914	1160
3607	15919	1155
3608	15923	1151
3609	15927	1147
3610	15932	1142
3611	15937	1138
3612	15941	1133
3613	15946	1129
3614	15950	1125
3615	15955	1120
3616	15959	1116
3617	15963	1111
3618	15968	1107
3619	15972	1103
3620	15976	1098
3621	15981	1094
3622	15985	1089
3623	15990	1085
3624	15994	1080
3625	15998	1076
3626	16002	1072
3627	16006	1067
3628	16011	1063
3629	16015	1058
3630	16019	1054
3631	16024	1050
3632	16028	1045
3633	16032	1041
3634	16037	1036
3635	16041	1032
3636	16046	1027
3637	16050	1023
3638	16054	1019
3639	16058	1014
3640	16063	1010
3641	16068	1005
3642	16072	1001
3643	16076	997
3644	16081	992
3645	16085	988
3646	16089	983
3647	16093	979
3648	16098	974
3649	16102	970
3650	16106	966
3651	16111	961
3652	16115	957
3653	16119	952
3654	16123	948
3655	16128	944
3656	16132	939
3657	16137	935
3658	16141	930
3659	16145	926
3660	16149	921
3661	16153	917
3662	16158	913
3663	16162	908
3664	16166	904
3665	16171	899
3666	16175	895
3667	16181	891
3668	16186	886
3669	16190	882
3670	16195	877
3671	16199	873
3672	16203	869
3673	16208	864
3674	16212	860
3675	16217	855
3676	16221	851
3677	16225	847
3678	16229	842
3679	16234	838
3680	16240	833
3681	16244	829
3682	16249	825
3683	16253	820
3684	16258	816
3685	16262	811
3686	16266	807
3687	16271	802
3688	16275	798
3689	16280	794
3690	16284	789
3691	16289	785
3692	16293	780
3693	16298	776
3694	16303	772
3695	16307	767
3696	16311	763
3697	16315	758
3698	16320	754
3699	16325	750
3700	16329	745
3701	16333	741
3702	16339	736
3703	16343	732
3704	16348	728
3705	16353	723
3706	16357	719
3707	16362	714
3708	16366	710
3709	16371	706
3710	16375	701
3711	16379	697
3712	16383	692
3713	16388	688
3714	16392	683
3715	16396	679
3716	16400	675
3717	16405	670
3718	16409	666
3719	16413	661
3720	16417	657
3721	16422	653
3722	16426	648
3723	16431	644
3724	16435	639
3725	16440	635
3726	16444	630
3727	16448	626
3728	16453	622
3729	16457	617
3730	16461	613
3731	16465	608
3732	16470	604
3733	16474	600
3734	16478	595
3735	16483	591
3736	16487	586
3737	16492	582
3738	16496	577
3739	16500	573
3740	16505	569
3741	16509	564
3742	16513	560
3743	16518	555
3744	16522	551
3745	16527	547
3746	16531	542
3747	16535	538
3748	16540	533
3749	16544	529
3750	16549	525
3751	16554	520
3752	16558	516
3753	16562	511
3754	16566	507
3755	16571	502
3756	16575	498
3757	16579	494
3758	16584	489
3759	16589	485
3760	16593	480
3761	16597	476
3762	16602	472
3763	16606	467
3764	16610	463
3765	16615	458
3766	16620	454
3767	16624	450
3768	16629	445
3769	16633	441
3770	16638	436
3771	16642	432
3772	16646	427
3773	16651	423
3774	16656	419
3775	16661	414
3776	16665	410
3777	16670	405
3778	16674	401
3779	16679	397
3780	16683	392
3781	16687	388
3782	16691	383
3783	16696	379
3784	16701	375
3785	16705	370
3786	16710	366
3787	16714	361
3788	16719	357
3789	16723	352
3790	16728	348
3791	16732	344
3792	16736	339
3793	16741	335
3794	16745	330
3795	16750	326
3796	16754	322
3797	16758	317
3798	16762	313
3799	16767	308
3800	16771	304
3801	16775	300
3802	16779	295
3803	16784	291
3804	16788	286
3805	16792	282
3806	16797	277
3807	16801	273
3808	16805	269
3809	16810	264
3810	16815	260
3811	16819	255
3812	16823	251
3813	16828	247
3814	16832	242
3815	16836	238
3816	16840	233
3817	16846	229
3818	16850	225
3819	16854	220
3820	16859	216
3821	16863	211
3822	16867	207
3823	16871	202
3824	16876	198
3825	16881	194
3826	16884	189
3827	16889	185
3828	16894	180
3829	16898	176
3830	16902	172
3831	16907	167
3832	16911	163
3833	16916	158
3834	16920	154
3835	16925	150
3836	16930	145
3837	16934	141
3838	16938	136
3839	16943	132
3840	16947	127
3841	16951	123
3842	16956	119
3843	16960	114
3844	16964	110
3845	16968	105
3846	16973	101
3847	16978	97
3848	16982	92
3849	16986	88
3850	16991	83
3851	16995	79
3852	16999	75
3853	17003	70
3854	17008	66
3855	17012	61
3856	17016	57
3857	17021	52
3858	17025	48
3859	17029	44
3860	17034	39
3861	17038	35
3862	17043	30
3863	17047	26
3864	17052	22
3865	17056	17
3866	17061	13
3867	17065	8
3868	17069	4
3869	17073	0
